Response ID,Response Status,Country Code,Region,With which gender do you identify? ,What is your age? ,What is your marital status? ,What is your race? ,What is your education level? ,In which City/County within the Roanoke Metropolitan Area do you live? ,,In which City/County within the Roanoke Metropolitan Area do you work? ,,What is the age of the firm/company/association you work in?,What is your (firm/company/association)' s size? (# number of employees or workers),If you commute to work how far is your work from your homeplace? ,Are you the owner or renter of your house? ,How many people in your household have jobs?,How many people currently live in your household?,What is your expected/desired family size in the future including yourself and any dependents?,What is your monthly earning? ,What is your industry sector?,What is your job title?,How many hours do you typically work per week at your current job?,How do you typically work in your current job? ,What is the level of importance of physical interactions with a team in order to perform your current job?,Regardless of your current working style (Remote or in-person) have you heard about anyone who works in the same profession as you but remotely no matter where?,Regardless of your current working style (Remote or in-person) have you come across any news or information sources indicating that your profession might be shifted either partially or completely towards remote work in the future?,On a scale of 1-5 please rate your agreement with the following statement: 'During the COVID-19 pandemic working from home using technological advancements in communication (e.g. Zoom Skype Teams) was efficient in performing my job tasks.',How do you usually transport to your workplace?,,,,,,Regardless of your current working style what is the future work style do you prefer? ,If you work in-person (commute to work) how would you rank your preferred living area within Roanoke Metropolitan Area considering your income and affordability? (1 is the most preferred)? ,,,,If you work remotely how would you rank your preferred areas to live within Roanoke Metropolitan Area considering your income and affordability? (1 is the most preferred)?,,,,In the past ten years how many times have you relocated your living place?,If you currently work in person in an urban area and live close to your workplace but your job is shifting to a partially remote you may be thinking about whether it makes sense to move to a suburban area. How would you contemplate relocating to the suburbs in this scenario?,If you currently work in person in an urban area and live close to your workplace but your job is shifting completely remote you may be thinking about whether it makes sense to move to a suburban area. How would you contemplate relocating to the suburbs in this scenario?,Your colleagues/friends have shifted to remote work and moved from an urban area to a suburban or rural area. Would you be able to consider a move to a rural area if you also have the option to work remotely like them?,Proximity to my workplace,Proximity to Centeral Business Area (CBD),Closest to amenities,Close to schools,Close to roads (Accessible),Close to transportation means,The sense of community (Belongingness),safety (less crime rate),Affordability for housing and living costs ,civilized and city lifestyle,rural and suburbia lifestyle,more spacious living space  & large lot size,Career growth opportunity
104599952,Completed,US,LA,2,4,2,1,6,1,"NEWARK, Delaware (19714)",1,"NEWARK, Delaware (19714)",2,3,8,1,1,2,3,2,17,director,3,4,4,5,2,4,,,,1,1,,1,2,1,3,4,4,3,2,1,3,2,3,2,3,4,4,5,4,3,3,3,4,3,2,3,3
104600370,Completed,US,NJ,2,3,1,5,2,3,"NORFOLK, Virginia (23523)",1,"NORFOLK, Virginia (23523)",2,3,23,1,2,2,4,3,7,manager,3,3,3,4,3,5,,,1,,,,1,4,3,2,1,4,3,2,1,2,1,2,2,4,3,5,2,3,4,1,4,5,2,2,3,4
104600371,Completed,US,FL,2,4,2,3,5,5,"NORFOLK, Virginia (23523)",5,"NORFOLK, Virginia (23523)",4,3,20,1,3,4,4,3,15,Librarian,3,2,2,1,1,3,,,1,,,,1,1,4,3,2,4,2,3,1,1,2,3,1,5,2,5,3,5,5,3,5,5,5,2,3,2
104600372,Completed,US,NJ,2,3,2,3,3,4,"NORFOLK, Virginia (23523)",5,"NORFOLK, Virginia (23523)",3,2,20,1,1,1,3,4,13,personnel,3,4,3,4,3,5,1,,,,,,4,3,4,2,1,4,3,2,1,3,1,1,2,3,4,4,4,4,4,4,5,5,5,2,4,5
104600374,Completed,VE,V,2,5,2,3,2,3,"NORFOLK, Virginia (23523)",3,"NORFOLK, Virginia (23523)",2,1,15,1,2,3,4,3,3,employee,3,2,5,2,1,3,1,,,,,,1,3,4,1,2,3,4,2,1,1,2,2,1,5,5,5,5,3,5,3,4,5,5,2,4,4
104600413,Completed,US,CA,2,3,2,1,2,2,"ROANOKE, Virginia (24155)",1,"ROANOKE, Virginia (24037)",3,,,1,2,3,2,3,16,department manager,3,3,4,3,2,5,1,,,,,,3,0,2,3,4,1,2,3,4,1,2,1,3,2,2,1,1,1,1,1,1,2,2,1,2,
104600414,Completed,US,TX,2,3,2,1,2,3,"ROANOKE, Virginia (24037)",1,"ROANOKE, Virginia (24013)",4,3,11,1,2,3,2,3,13,department manager,3,3,4,4,2,5,1,,1,,,,3,0,2,3,4,1,2,3,4,1,2,1,2,1,1,1,2,2,1,1,1,2,2,2,2,
104600415,Completed,US,,2,3,2,1,2,1,"ROANOKE, Virginia (24037)",1,"ROANOKE, Virginia (24013)",4,3,15,1,2,3,2,3,15,department manager,3,3,3,2,1,4,1,,,,1,,3,1,2,3,4,1,2,3,4,1,2,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1
104600416,Completed,US,MN,2,3,2,1,2,3,"ROANOKE, Virginia (24037)",1,"ROANOKE, Virginia (24013)",4,3,10,1,2,3,2,3,13,department manager,3,3,5,4,2,5,1,,,,,,2,0,2,3,4,1,2,3,4,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1
104600417,Completed,US,,2,3,2,1,2,1,"ROANOKE, Virginia (24037)",1,"ROANOKE, Virginia (24013)",4,3,15,1,2,3,2,3,15,department manager,3,3,3,2,1,4,1,,,,,,3,1,2,3,4,1,2,3,0,1,2,1,2,1,2,1,1,1,1,1,1,2,2,2,2,
104600418,Completed,US,DE,2,3,2,1,2,2,"ROANOKE, Virginia (24155)",1,"ROANOKE, Virginia (24037)",3,,20,1,2,3,2,3,16,department manager,3,3,4,3,2,5,1,,1,,,,3,0,2,3,4,1,2,3,4,1,2,1,3,1,1,1,2,2,1,1,1,2,1,1,2,2
104600419,Completed,US,NJ,2,3,2,1,2,1,"ROANOKE, Virginia (24037)",1,"ROANOKE, Virginia (24013)",4,3,15,1,2,3,2,3,15,department manager,3,3,4,3,2,4,1,,,,,,3,1,2,3,4,1,2,3,4,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1,2,
104600420,Completed,US,NY,2,3,2,1,2,3,"ROANOKE, Virginia (24037)",1,"ROANOKE, Virginia (24013)",4,3,10,1,2,3,2,3,13,department manager,3,3,5,4,2,5,1,,,,,,1,0,2,3,4,1,2,3,4,1,2,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1
104600445,Completed,US,NY,,3,2,1,2,2,"ROANOKE, Virginia (24155)",1,"ROANOKE, Virginia (24013)",3,,10,1,2,3,2,3,14,department manager,3,3,4,3,2,5,1,,,,,,3,0,2,3,4,1,2,3,4,1,2,1,3,2,2,2,2,2,1,1,1,2,2,1,2,
104600502,Completed,US,NY,2,3,6,2,8,2,"KENNEDY, Alabama (35574)",7,"YORK, Alabama (36925)",5,2,13,1,1,2,3,3,10,Software Developer,3,2,4,2,3,4,,,1,1,1,,1,2,3,1,4,4,1,2,3,4,1,1,1,5,4,3,3,5,3,4,5,5,3,4,4,5
104600877,Completed,US,NY,1,3,2,1,5,3,,3,,2,2,,1,2,2,4,3,10,,3,2,3,3,2,4,,,1,1,,,3,,,,,,,,,4,2,2,1,3,4,3,3,4,5,3,3,4,3,5,3,3
104601008,Completed,US,,1,3,1,1,5,,"ROANOKE, Virginia (24011)",1,"ROANOKE, Virginia (24011)",2,2,5,2,2,3,3,2,9,Technical personnel,3,2,4,2,1,4,,,,1,1,,1,2,3,1,4,1,3,2,4,2,2,2,2,4,3,2,4,3,4,4,3,4,2,3,3,4
104601009,Completed,US,,1,3,1,1,5,,"ROANOKE, Virginia (24011)",,"ROANOKE, Virginia (24011)",2,2,5,2,2,3,3,2,9,Technical personnel,3,2,4,2,1,4,,,,1,1,,1,2,3,1,4,1,3,2,4,2,2,2,2,4,3,2,4,3,4,4,3,4,2,3,3,4
104601010,Completed,US,,1,3,1,1,5,,"ROANOKE, Virginia (24011)",1,"ROANOKE, Virginia (24011)",2,2,5,2,2,3,3,2,9,Technical personnel,3,2,4,2,1,4,,,,1,1,,1,2,3,1,4,1,3,2,4,2,2,2,2,4,3,2,4,3,4,4,3,4,2,3,3,4
104601011,Completed,US,,1,3,1,1,5,,"ROANOKE, Virginia (24011)",,"ROANOKE, Virginia (24011)",2,2,5,2,2,3,3,2,9,Technical personnel,3,2,4,2,1,4,,,,1,1,,1,2,3,1,4,1,3,2,4,2,2,2,2,4,3,2,4,3,4,4,3,4,2,3,3,4
104601015,Completed,US,,2,3,1,1,5,1,"ROANOKE, Virginia (24011)",1,"ROANOKE, Virginia (24011)",3,2,3,2,2,3,4,2,9,Technical personnel,3,2,4,2,1,4,,,1,1,,,1,1,2,3,4,1,2,3,4,2,1,2,2,2,4,4,3,3,4,4,3,2,4,4,4,3
104601016,Completed,US,,2,3,1,1,5,1,,,"ROANOKE, Virginia (24011)",3,2,3,2,2,3,4,2,9,Technical personnel,3,2,4,2,1,4,,,1,1,,,1,1,2,3,4,1,2,3,4,2,1,2,2,4,4,4,3,3,4,4,3,2,4,4,4,3
104601017,Completed,US,,2,3,1,1,5,1,,,"ROANOKE, Virginia (24011)",3,2,3,2,2,3,4,2,9,Technical personnel,3,2,4,2,1,4,,,1,1,,,1,1,2,3,4,1,2,3,4,2,1,2,2,4,4,4,3,3,4,4,3,2,4,4,4,3
104601018,Completed,US,,2,3,1,1,5,1,,,"ROANOKE, Virginia (24011)",3,2,3,2,2,3,4,2,9,Technical personnel,3,2,4,2,1,4,,,1,1,,,1,1,2,3,4,1,2,3,4,2,1,2,2,4,4,4,3,3,4,4,3,2,4,4,4,3
104601020,Completed,US,,2,3,1,1,5,1,,,,,,4,2,2,3,4,3,9,Technical personnel,3,2,4,3,1,4,,1,,1,,,1,2,1,4,3,1,2,3,4,2,1,2,2,3,3,4,3,3,2,3,4,2,3,3,3,3
104601021,Completed,US,,2,3,1,1,5,1,"ROANOKE, Virginia (24011)",1,"ROANOKE, Virginia (24011)",2,2,4,2,2,3,4,3,9,Technical personnel,3,2,4,3,1,4,,1,,1,,,1,2,1,4,3,1,2,3,4,2,1,2,2,3,3,4,3,3,2,3,4,2,3,3,3,3
104601022,Completed,US,,2,3,1,1,5,1,"ROANOKE, Virginia (24011)",1,"ROANOKE, Virginia (24011)",2,2,4,2,2,3,4,3,9,Technical personnel,3,2,4,3,1,4,,1,,1,,,1,2,1,4,3,1,2,3,4,2,1,2,2,3,3,4,3,3,2,3,4,2,3,3,3,3
104601023,Completed,US,,2,3,1,1,5,1,,,,,,4,2,2,3,4,3,9,Technical personnel,3,2,4,3,1,4,,1,,1,,,1,2,1,4,3,1,2,3,4,2,1,2,2,3,3,4,3,3,2,3,4,2,3,3,3,3
104601024,Completed,US,,2,3,1,1,5,1,"ROANOKE, Virginia (24011)",1,"ROANOKE, Virginia (24011)",3,2,4,2,2,3,4,3,9,Technical personnel,3,2,4,3,1,4,,,1,,,,1,1,2,4,3,1,2,4,3,3,2,2,2,1,3,2,3,2,4,3,3,3,4,4,4,4
104601025,Completed,US,,2,3,1,1,5,1,"ROANOKE, Virginia (24011)",1,"ROANOKE, Virginia (24011)",3,2,4,2,2,3,4,3,9,Technical personnel,3,2,4,3,1,4,,,1,,,,1,1,2,4,3,1,2,4,3,3,2,2,2,1,3,2,3,2,4,3,3,3,4,4,4,4
104601026,Completed,US,,2,3,1,1,5,1,"ROANOKE, Virginia (24011)",1,"ROANOKE, Virginia (24011)",3,2,4,2,2,3,4,3,9,Technical personnel,3,2,4,3,1,4,,,1,,,,1,1,2,4,3,1,2,4,3,3,2,2,2,3,3,2,4,2,4,3,3,3,4,4,4,4
104601029,Completed,US,,1,3,1,1,5,1,"ROANOKE, Virginia (24011)",1,"ROANOKE, Virginia (24011)",2,3,5,2,2,3,3,3,9,Technical personnel,3,2,4,2,2,4,,,1,1,,,1,2,1,4,3,1,3,2,4,2,2,2,2,4,3,4,3,4,3,4,4,3,2,3,4,3
104601030,Completed,US,,1,3,1,1,5,1,"ROANOKE, Virginia (24011)",1,"ROANOKE, Virginia (24011)",2,3,5,2,2,3,3,3,9,Technical personnel,3,2,4,2,2,4,,,1,1,,,1,2,1,4,3,1,3,2,4,2,2,2,2,4,3,4,3,4,3,4,4,3,2,3,4,3
104601031,Completed,US,,1,3,1,1,5,1,"ROANOKE, Virginia (24011)",1,"ROANOKE, Virginia (24011)",2,3,5,2,2,3,3,3,9,Technical personnel,3,2,4,2,2,4,,,1,1,,,1,2,1,4,3,1,3,2,4,2,2,2,2,1,4,3,4,3,4,4,3,2,3,4,3,
104601032,Completed,US,,1,3,1,1,5,1,"ROANOKE, Virginia (24011)",1,"ROANOKE, Virginia (24011)",2,3,5,2,2,3,3,3,9,Technical personnel,3,2,4,2,2,4,,,1,1,,,1,2,1,4,3,1,3,2,4,2,2,2,2,4,3,4,3,4,3,4,4,3,2,3,4,3
104601033,Completed,US,,,1,,3,4,,,,,2,2,4,2,2,3,3,2,,,,4,1,2,2,4,,,1,1,,,1,1,2,3,4,1,2,3,4,1,1,2,2,4,3,4,4,2,2,3,4,3,4,4,4,4
104601034,Completed,US,,1,3,1,1,5,1,"ROANOKE, Virginia (24011)",1,"ROANOKE, Virginia (24011)",3,3,5,2,2,3,3,3,9,Technical personnel,3,2,3,2,1,4,,,,1,,,1,1,2,3,4,1,2,3,4,2,1,2,2,4,3,4,4,2,2,3,4,3,4,4,4,4
104601035,Completed,US,CA,1,3,1,1,5,1,"ROANOKE, Virginia (24011)",1,"ROANOKE, Virginia (24011)",3,3,5,2,2,3,3,3,9,Technical personnel,3,2,3,2,1,4,,,,1,,,1,1,2,3,4,1,2,3,4,2,1,2,2,4,3,4,4,2,2,3,4,3,4,4,4,4
104601036,Completed,US,,1,3,1,1,5,1,"ROANOKE, Virginia (24011)",4,"ROANOKE, Virginia (24011)",2,3,4,2,2,2,2,2,,,,4,1,2,2,4,,,1,1,,,1,1,3,2,4,1,2,3,4,2,1,2,2,4,3,4,4,2,2,3,4,3,4,4,4,4
104601625,Completed,US,KY,2,3,2,1,5,3,"BARRINGTON, Illinois (60010)",3,"ROANOKE, Virginia (24018)",4,,10,2,2,4,5,3,5,Ordnance handling expert,3,2,4,3,2,4,1,,,,,,2,1,2,3,4,2,1,3,4,3,2,2,2,3,4,5,2,3,4,3,2,4,5,3,2,4
104601665,Completed,US,CA,1,3,1,2,5,3,"DELAWARE, Ohio (43015)",3,"DELAWARE, Ohio (43015)",2,2,3,2,2,3,3,2,10,Mathematical technician,1,3,2,3,2,3,1,,,,,,4,1,2,3,4,1,2,3,4,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3
104601800,Completed,DE,,1,3,2,1,8,1,"ROANOKE, Illinois (61561)",1,"ROANOKE, Illinois (61561)",5,5,5,1,2,4,5,3,13,The manager,3,4,2,3,2,4,,,,,,1,4,4,1,2,3,4,1,2,3,2,2,2,1,3,1,4,2,3,4,3,5,3,4,2,3,4
104601804,Completed,US,PA,1,3,2,1,8,1,"ROANOKE, Illinois (61561)",1,"ROANOKE, Illinois (61561)",5,5,5,1,2,4,5,3,13,The manager,3,4,2,3,2,4,,,,,,1,4,4,1,2,3,4,1,2,3,2,2,2,1,3,1,4,2,3,4,3,5,3,4,2,3,4
104601808,Completed,US,MN,1,3,2,1,8,1,"ROANOKE, Illinois (61561)",1,"ROANOKE, Illinois (61561)",5,5,5,1,2,4,5,3,13,The manager,3,4,2,3,2,4,,,,,,1,4,4,1,2,3,4,1,2,3,2,2,2,1,3,1,4,2,3,4,3,5,3,4,2,3,4
104601814,Completed,PS,JRH,1,3,2,1,8,1,"ROANOKE, Illinois (61561)",1,"ROANOKE, Illinois (61561)",5,5,5,1,2,4,5,3,13,The manager,3,4,2,3,2,4,,,,,,1,4,4,1,2,3,4,1,2,3,2,2,2,1,3,1,4,2,3,4,3,5,3,4,2,3,4
104601817,Completed,US,NH,1,3,2,1,8,1,"ROANOKE, Illinois (61561)",1,"ROANOKE, Illinois (61561)",5,5,5,1,2,4,5,3,13,The manager,3,4,2,3,2,4,,,,,,1,4,4,1,2,3,4,1,2,3,2,2,2,1,3,1,4,2,3,4,3,5,3,4,2,3,4
104601820,Completed,US,FL,1,3,2,1,8,1,"ROANOKE, Illinois (61561)",1,"ROANOKE, Illinois (61561)",5,5,5,1,2,4,5,3,13,The manager,3,4,2,3,2,4,,,,,,1,4,4,1,2,3,4,1,2,3,2,2,2,1,3,1,4,2,3,4,3,5,3,4,2,3,4
104601895,Completed,US,VA,2,4,2,2,5,6,"DELHI, New York (13753)",6,"DELHI, New York (13753)",3,2,16,1,3,4,5,2,15,consultation,3,3,2,2,2,4,1,,,,,,4,3,1,2,4,4,3,1,2,3,3,3,1,3,2,3,3,3,3,3,5,3,3,3,3,4
104602586,Completed,US,AL,1,3,2,3,2,2,"MONTEVALLO, Alabama (35115)",2,"MONTEVALLO, Alabama (35115)",3,3,10,1,2,4,5,2,4,general staff,4,2,2,1,2,4,,,,1,,,4,2,1,3,4,4,3,1,2,2,2,2,1,3,2,3,4,2,4,3,5,4,5,4,3,5
104602591,Completed,US,GA,1,3,2,1,2,2,"BIRMINGHAM, Alabama (35205)",2,"BIRMINGHAM, Alabama (35205)",2,2,12,2,2,4,5,2,4,general staff,4,2,3,1,2,4,,,,1,,,3,2,1,3,4,3,1,2,4,2,2,2,2,4,2,3,5,3,4,5,3,5,3,3,4,5
104603079,Completed,PH,DAS,2,3,2,1,5,1,"EAST LANSING, Michigan (48823)",1,"EAST LANSING, Michigan (48823)",3,3,2,1,2,3,4,3,11,seller,4,3,4,3,2,4,1,,,1,,,3,3,1,2,4,3,1,2,4,3,2,2,1,4,3,4,5,4,4,4,4,4,4,3,4,4
104603506,Completed,US,,1,2,1,2,2,1,"ROANOKE, Illinois (61561)",1,"ROANOKE, Illinois (61561)",4,3,8,1,2,4,4,2,7,cashier,1,2,2,4,2,4,,,1,,,,1,0,0,1,0,0,0,1,0,3,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4
104603597,Completed,US,OH,1,3,2,1,5,2,"NEWARK, New York (14513)",2,,,,,,,,,,4,,,,2,2,2,3,1,,,,,,1,1,0,0,0,1,0,0,0,2,1,1,2,2,3,3,3,2,4,3,3,3,3,2,3,3
104603875,Completed,US,NY,2,3,2,2,5,2,"ALBANY, Oregon (97322)",2,"ALBANY, Oregon (97322)",3,3,10,2,2,3,3,2,4,,3,3,3,4,2,4,1,,,1,,,4,2,1,3,4,3,2,1,4,3,2,2,1,3,4,3,4,3,3,3,2,3,4,3,3,3
104603876,Completed,US,CA,2,2,2,1,5,2,"FALLS CITY, Oregon (97344)",2,"FALLS CITY, Oregon (97344)",3,3,15,2,2,3,3,3,15,,3,3,3,4,3,5,,1,,1,,,4,2,1,3,4,2,1,3,4,2,3,2,2,3,4,3,2,3,4,3,3,3,4,3,3,3
104603954,Completed,US,OH,1,3,2,1,5,6,"ATLANTA, Georgia (30304)",6,"ATLANTA, Georgia (30304)",2,1,4,1,3,4,5,3,4,engineer,3,2,5,4,2,5,1,,,,,,3,1,2,3,4,1,2,3,4,2,1,1,3,2,5,5,1,2,2,4,5,5,5,1,5,5
104604587,Completed,US,WA,2,4,2,1,5,2,"FALLS CITY, Oregon (97344)",2,"FALLS CITY, Oregon (97344)",3,4,15,2,2,3,4,2,5,manager,3,4,3,4,3,4,,1,1,,,,3,1,2,3,4,2,4,3,1,2,2,3,2,3,4,3,3,2,3,4,3,2,3,3,3,3
104604588,Completed,US,TN,2,3,2,1,6,2,"FALLS CITY, Oregon (97344)",2,"FALLS CITY, Oregon (97344)",3,3,15,2,2,3,3,3,7,,3,3,3,4,2,3,,1,,1,,,2,1,2,3,4,2,1,3,4,2,2,2,2,3,4,3,3,2,3,3,3,2,3,4,3,3
104604681,Completed,LT,,1,3,2,1,,5,"LAKE VIEW, Iowa (51450)",5,,,2,2,2,2,2,5,3,7,,,1,3,4,2,2,,,1,,,,1,3,1,2,4,1,3,2,4,2,1,1,2,4,4,5,5,4,4,5,5,5,5,5,5,4
104605223,Completed,US,OH,1,2,3,1,3,3,"CHICAGO, Illinois (60601)",2,"SALEM, Oregon (97301)",3,2,8,2,1,2,1,3,6,Sales manager,1,3,3,4,2,4,,,,1,,,2,3,1,2,4,2,1,4,3,2,1,1,2,2,2,2,4,2,4,4,4,5,4,3,4,4
104605225,Completed,US,NY,1,3,2,1,4,4,"SALEM, Missouri (65560)",6,"ELKVILLE, Illinois (62932)",2,1,5,1,,3,3,3,5,Department manager,1,2,3,5,1,3,1,,,,,,1,1,3,4,2,2,3,4,1,2,1,1,2,4,4,5,3,3,4,4,5,3,5,4,2,2
104605501,Completed,US,CT,1,3,1,3,7,1,"NEW BRUNSWICK, New Jersey (08901)",1,"NEW BRUNSWICK, New Jersey (08901)",4,3,10,1,3,5,5,3,3,operator,4,4,4,4,3,4,1,,,,,,4,4,3,2,1,4,3,2,1,2,3,3,1,4,4,4,2,4,4,4,4,4,4,4,4,4
104605504,Completed,US,MO,1,3,1,3,7,1,"NEW BRUNSWICK, New Jersey (08901)",1,"NEW BRUNSWICK, New Jersey (08901)",4,3,10,1,3,5,5,3,3,operator,4,4,4,4,2,4,,,,,,1,4,1,2,3,4,4,3,2,1,,3,3,1,4,4,4,2,4,4,4,4,4,4,4,4,4
104605740,Completed,US,NJ,1,3,2,1,6,6,"FRANKLIN, Indiana (46131)",6,"FRANKLIN, Indiana (46131)",3,2,13,1,1,4,5,3,7,waiter,4,2,2,3,2,4,1,,,,1,,2,2,0,0,0,1,0,0,0,4,2,1,1,5,4,5,4,4,5,5,5,4,5,4,4,5
104605869,Completed,US,NY,1,4,2,1,5,4,"BUFFALO, New York (14201)",4,"Brimfield, Indiana, US (46720)",4,2,10,2,2,2,4,3,6,boss,2,1,5,5,2,3,,,,,1,,1,2,4,1,3,3,4,1,2,3,3,2,2,4,1,2,4,5,5,4,4,5,4,5,4,4
104605872,Completed,US,CA,2,2,1,1,3,3,"BIRMINGHAM, Alabama (35201)",2,"KEIZER, Oregon (97307)",2,1,2,1,3,2,2,3,7,manager,2,1,5,4,2,3,1,,,,1,,3,2,3,1,4,1,4,2,3,2,2,2,1,4,2,4,3,4,4,5,3,3,3,4,5,2
104605875,Completed,US,MI,1,4,1,1,4,6,"MENA, Arkansas (71953)",7,"ARARAT, Virginia (24053)",3,1,3,1,3,4,4,3,8,Project manager,2,3,4,5,2,4,1,,1,,,,3,3,1,2,4,2,3,1,4,1,1,1,3,2,3,1,5,3,4,5,3,4,4,5,4,4
104605886,Completed,US,CA,1,3,2,1,,1,"CINCINNATI, Ohio (45201)",2,"Lecoma, Missouri, US (65540)",2,2,5,2,2,5,4,3,4,Project manager,1,2,5,4,2,3,,,1,1,,,3,2,3,4,1,3,1,4,2,1,2,3,1,4,2,3,5,3,3,4,3,4,3,3,4,3
104605968,Completed,US,NC,2,2,1,1,5,6,"FRANKLIN, Indiana (46131)",6,"FRANKLIN, Indiana (46131)",2,4,28,1,1,1,4,3,8,Warehouse manager,4,3,2,2,1,4,1,,,,,,3,0,1,0,0,0,1,0,0,1,2,2,2,4,5,4,4,4,5,4,5,5,4,5,4,5
104606079,Completed,US,OH,2,3,1,1,5,2,"MANCHESTER, Massachusetts (01944)",2,"MANCHESTER, Massachusetts (01944)",2,1,25,2,1,3,4,1,10,Professional manager,3,3,3,3,2,4,,1,1,,,,4,4,2,1,3,4,3,2,1,3,2,3,2,3,2,3,1,2,3,3,5,4,3,3,3,4
104606379,Completed,US,LA,2,4,2,1,6,2,"ALBANY, Oregon (97321)",2,"ALBANY, Oregon (97321)",3,4,20,1,2,3,3,2,4,,3,3,3,4,2,4,1,,,1,,,1,2,1,3,4,2,1,3,4,2,2,3,1,3,4,4,3,4,4,3,4,4,4,3,3,4
104606386,Completed,US,CT,2,3,2,1,5,2,"ALBANY, Oregon (97321)",2,"ALBANY, Oregon (97321)",3,3,20,1,2,2,3,2,5,,3,4,4,4,3,5,1,,,1,,,4,1,2,3,4,3,4,2,1,2,2,3,1,3,4,4,3,4,4,3,3,4,4,3,3,4
104606434,Completed,US,,1,4,2,3,2,4,"MARSHALL, Texas (75672)",4,"ROANOKE, Texas (76262)",5,,20,1,2,4,5,3,6,sales manager,4,3,5,4,2,4,1,,,,,,3,1,2,0,0,0,0,1,0,1,2,2,2,2,3,4,2,2,2,3,5,4,4,4,4,5
104606996,Completed,US,NY,1,1,2,8,7,2,"YORK, Alabama (36925)",6,"LISMAN, Alabama (36912)",4,4,12,1,1,5,3,1,3,Engineer,3,2,4,4,3,4,,1,,,,,1,4,2,3,1,3,2,1,4,5,3,1,1,3,3,4,3,5,5,3,3,5,4,4,3,3
104607030,Completed,US,MO,1,3,1,1,3,4,"CRAIGVILLE, Indiana (46731)",6,"AVILLA, Indiana (46710)",2,2,5,,3,4,3,3,12,director,2,3,2,4,1,2,,,,1,,,2,4,1,2,3,4,3,2,1,1,1,2,2,4,2,4,3,4,2,4,5,5,4,4,5,5
104607393,Completed,US,NY,1,3,4,5,8,5,"ASHLAND, Alabama (36251)",4,"KENNEDY, Alabama (35574)",4,1,16,1,1,5,2,4,,,,,3,4,3,3,,,,,,1,1,3,2,4,1,2,3,4,1,5,1,3,1,3,3,4,3,3,3,5,4,3,3,3,3,3
104607394,Completed,US,,1,3,4,3,7,2,"LISMAN, Alabama (36912)",1,"WEAVER, Alabama (36277)",4,1,9,1,3,5,1,4,,,,,3,6,3,4,,,,,1,,1,3,1,2,4,4,3,2,1,5,3,1,1,4,4,5,4,4,4,5,4,5,5,5,4,5
104607395,Completed,US,NY,1,1,1,2,2,6,"KENNEDY, Alabama (35574)",6,"FRANKLIN, Virginia (23851)",2,2,30,1,3,1,5,1,,,,,5,1,3,5,,,,,,1,1,4,3,2,1,1,3,2,4,5,3,1,1,3,3,4,4,3,5,3,4,4,5,3,3,4
104607396,Completed,US,NY,1,5,3,8,7,5,"MOUNTAIN HOME, Arkansas (72653)",7,"WEAVER, Alabama (36277)",1,4,22,1,3,3,2,2,19,Marketing Manager,4,2,3,1,3,4,,,1,,,,1,4,2,3,1,1,3,4,2,4,3,1,1,4,5,3,4,3,5,3,4,4,3,4,5,4
104607397,Completed,US,NY,2,1,3,1,7,3,"WEAVER, Alabama (36277)",1,"ASHLAND, Alabama (36251)",3,1,14,1,3,4,2,4,16,Architect,3,2,,,,,,,,,,,1,3,1,2,4,3,1,4,2,5,2,3,1,4,3,5,5,5,5,3,5,4,3,5,5,5
104607399,Completed,US,NY,2,1,3,3,3,5,"LISMAN, Alabama (36912)",6,"LISMAN, Alabama (36912)",4,4,30,1,2,2,1,2,,,,,4,6,3,5,,,,,1,,1,1,2,3,4,3,4,1,2,5,2,1,1,3,5,4,5,4,4,4,3,5,4,5,4,3
104607400,Completed,US,NY,1,4,1,8,5,2,"YORK, Alabama (36925)",1,"YORK, Alabama (36925)",2,2,15,1,2,3,4,3,,,,,4,3,3,4,,,,,1,,1,3,4,2,1,2,3,4,1,4,1,3,1,4,5,5,3,3,5,5,4,5,5,4,3,5
104607401,Completed,US,NY,2,3,4,2,1,6,"LISMAN, Alabama (36912)",7,"MOUNTAIN HOME, Arkansas (72653)",2,5,15,1,1,2,4,2,,,,,5,5,3,4,,1,,,,,1,2,1,3,4,1,2,3,4,5,1,1,1,5,4,4,3,5,4,5,3,5,3,3,4,4
104607403,Completed,US,NY,1,7,4,3,4,4,"YORK, Alabama (36925)",7,"MOUNTAIN HOME, Arkansas (72653)",3,2,12,1,1,2,2,3,,,,,3,6,3,3,,1,,,,,1,3,1,4,2,2,3,1,4,4,2,1,1,3,4,3,4,3,3,3,4,4,3,4,5,4
104607404,Completed,US,NY,1,4,4,2,5,4,"MOUNTAIN HOME, Arkansas (72653)",4,"MOUNTAIN HOME, Arkansas (72653)",3,5,13,1,3,2,4,4,,,,,3,1,3,5,,,1,,,,1,1,3,2,4,3,1,2,4,3,2,2,1,3,5,3,5,5,3,5,3,3,4,5,4,5
